State		Lambda		Throughput		Latency		CPU		Time
15		12838.709267		7356.52235274		18.0268596086		0		2014-05-02 14:09:35
15		13034.4422182		7135.39387206		23.8417032455		0		2014-05-02 14:10:05
15		13227.9757808		7755.01463581		19.3189913232		0		2014-05-02 14:10:35
15		13419.4190624		8764.85996623		21.6657098567		0		2014-05-02 14:11:05
15		13597.8268944		9694.31851488		16.3544396311		0		2014-05-02 14:11:35
15		13784.4005566		10411.4751172		18.720995554		0		2014-05-02 14:12:05
15		13968.3079181		10658.7157119		24.4485130958		0		2014-05-02 14:12:35
15		14149.4835241		10428.9865114		12.8726105067		0		2014-05-02 14:13:05
15		14327.7253306		9875.84107551		15.5673454483		0		2014-05-02 14:13:35
15		14503.0038259		10148.8303707		19.4230950164		0		2014-05-02 14:14:05
15		14675.0926413		10377.7229913		19.9176475883		0		2014-05-02 14:14:35
15		14845.5632818		9976.15069089		18.3742645581		0		2014-05-02 14:15:05
15		15011.1603534		9117.86964296		38.0947554406		0		2014-05-02 14:15:35
18		15173.3791719		6484.20029405		5.99706922473		0		2014-05-02 14:16:05
18		15332.0724713		6638.90991824		12.3031515969		0		2014-05-02 14:16:35
18		15487.1498921		9547.05004244		29.6173950747		0		2014-05-02 14:17:05
18		15638.4058601		11014.5614827		28.6297644179		0		2014-05-02 14:17:36
18		15785.5266321		11090.2704534		19.3512976878		0		2014-05-02 14:18:06
18		15928.6521391		12000.3261294		16.4968489205		0		2014-05-02 14:18:36
18		16067.7831179		11880.0237075		14.0696639166		0		2014-05-02 14:19:06
18		16202.5879697		11818.3726823		19.1732180488		0		2014-05-02 14:19:36
18		16333.0836043		12019.6104371		16.1659556357		0		2014-05-02 14:20:06
18		16459.2797867		11995.489561		20.9722659406		0		2014-05-02 14:20:36
18		16581.0284097		11952.823004		19.5972444126		0		2014-05-02 14:21:06
18		16698.1518067		12104.9454408		16.8391916223		0		2014-05-02 14:21:36
18		16804.568967		11873.752039		16.7293312134		0		2014-05-02 14:22:06
18		16912.6882791		12143.0904738		18.6787379215		0		2014-05-02 14:22:36
