20		2027.00685947		2032.30928614		16.2851836634		0		2014-04-11 17:47:53
20		2067.94125557		1813.61401563		26.6383050612		0		2014-04-11 17:48:23
20		2126.03995577		2128.26503227		17.1031606381		0		2014-04-11 17:48:53
20		2201.43601486		2187.42788889		19.4188594729		0		2014-04-11 17:49:23
8		2028.14118753		2030.51417746		7.90853019128		0		2014-04-11 21:32:53
8		2069.14264265		2073.06077665		9.1189014319		0		2014-04-11 21:33:23
8		2123.84932257		2124.8964572		10.1022488857		0		2014-04-11 21:33:53
8		2198.1258359		2194.50179239		7.67352962963		0		2014-04-11 21:34:23
8		2278.48089799		2282.52240423		10.5386520014		0		2014-04-11 21:34:53
8		2384.61289623		2389.87049186		13.7821075342		0		2014-04-11 21:35:23
8		2507.20018815		2509.0771694		9.40473373307		0		2014-04-11 21:35:53
8		2645.05518266		2643.11229419		11.5438222127		0		2014-04-11 21:36:23
8		2798.4681252		2784.96583113		11.669960252		0		2014-04-11 21:36:53
9		3173.91359661		3161.8738685		12.0206194567		0		2014-04-11 22:37:59
9		3360.22671348		3373.99225467		8.75863395531		0		2014-04-11 22:38:29
9		3570.63437147		3582.89956331		7.35742932568		0		2014-04-11 22:38:59
9		3768.20761075		3768.85040063		11.4912629362		0		2014-04-11 22:39:29
9		4002.26712932		4000.16520906		11.245141188		0		2014-04-11 22:39:59
9		4247.35082751		4246.7763224		11.1801338909		0		2014-04-11 22:40:29
9		4502.72145998		4492.30876196		10.8886053083		0		2014-04-11 22:40:59
9		4767.56232787		4777.56532186		12.5496594145		0		2014-04-11 22:41:29
9		5042.08434965		5043.16358507		13.0494467006		0		2014-04-11 22:41:59
9		5308.9696463		5298.12655898		13.9813582185		0		2014-04-11 22:42:29
9		5598.76437002		5581.80087074		11.2699651243		0		2014-04-11 22:42:59
9		5894.20903368		5875.85803916		14.4989250661		0		2014-04-11 22:43:29
9		6194.91995972		6168.86180107		11.869579564		0		2014-04-11 22:43:59
9		6501.61233994		6419.39573458		12.939875931		0		2014-04-11 22:44:29
9		6794.27044059		6631.02747665		14.3399724192		0		2014-04-11 22:44:59
9		7106.37015897		6930.85889761		18.2788466706		0		2014-04-11 22:45:30
9		7420.3119632		7097.73986467		15.0109207209		0		2014-04-11 22:46:00
9		7718.28737771		7158.16689696		18.671483352		0		2014-04-11 22:46:30
9		8033.96744016		7151.99550984		23.5022008022		0		2014-04-11 22:47:00
9		8349.40496543		7622.40453144		17.3547466644		0		2014-04-11 22:47:30
9		8664.43585497		7259.38591387		18.2876885543		0		2014-04-11 22:48:00
9		8976.72067512		7560.64334435		26.5676185773		0		2014-04-11 22:48:30
9		9286.36473851		7441.00692783		21.6086915637		0		2014-04-11 22:49:00
9		9592.157653		7764.10821359		25.5101225991		0		2014-04-11 22:49:30
9		9893.69830901		7538.5933832		20.9108410853		0		2014-04-11 22:50:00
9		10189.9918348		7468.08875784		23.684594321		0		2014-04-11 22:50:30
9		10480.2282081		7628.39146196		25.1079268199		0		2014-04-11 22:51:00
9		10763.5732441		7925.07032127		24.1162502389		0		2014-04-11 22:51:30
9		11039.236762		7574.79276872		27.9824637274		0		2014-04-11 22:52:00
9		11306.6325524		7493.12111326		18.6409933007		0		2014-04-11 22:52:30
9		11564.758411		7556.36533595		27.3208780952		0		2014-04-11 22:53:00
9		11813.0266721		7726.99610224		21.7040994995		0		2014-04-11 22:53:30
9		12050.8953898		7689.34489997		16.5101344396		0		2014-04-11 22:54:00
9		12277.4673481		7617.15757836		36.24728844		0		2014-04-11 22:54:30
9		12492.2522577		7659.90916125		27.3875211064		0		2014-04-11 22:55:00
9		12694.6837362		7862.34814047		21.0596897707		0		2014-04-11 22:55:30
9		12884.1371303		7667.97580246		27.2101899507		0		2014-04-11 22:56:00
9		13060.1348697		7595.87434425		33.8533125587		0		2014-04-11 22:56:30
9		13222.2226775		7902.98960458		23.7082502849		0		2014-04-11 22:57:01
9		13369.9007811		7740.71647684		21.3057345679		0		2014-04-11 22:57:31
9		13502.7282721		7673.05596657		24.4894126984		0		2014-04-11 22:58:01
9		13620.4245282		7572.4308752		25.9304762172		0		2014-04-11 22:58:31
9		13722.6246254		7709.7182823		18.2430287423		0		2014-04-11 22:59:01
9		13809.0126958		7897.44979315		20.5292425926		0		2014-04-11 22:59:31
9		13879.3847602		7626.02818037		21.6385102108		0		2014-04-11 23:00:01
9		13933.5713566		7847.44534378		10.2507145062		0		2014-04-11 23:00:31
9		13971.4073104		7919.85445933		31.1447766136		0		2014-04-11 23:01:01
9		13992.7810404		7922.91692731		23.8042514087		0		2014-04-11 23:01:31
9		13997.6280998		7820.63642149		29.0684130356		0		2014-04-11 23:02:01
9		13985.9358777		7626.87328862		25.0875802635		0		2014-04-11 23:02:31
9		13957.6567183		7614.67679461		23.0613093916		0		2014-04-11 23:03:01
9		13912.8877798		7638.20744872		33.9243562422		0		2014-04-11 23:03:31
9		13851.9149971		7878.72064539		22.6198968486		0		2014-04-11 23:04:01
