State		Lambda		Throughput		Latency		CPU		Time
8		6000.0		586.019043765		25.2584930556		0		2014-07-05 03:54:19		Yes
8		3334.10607031		1364.34108527		3.65950991275		0		2014-07-05 03:54:24		Yes
8		3334.41765797		1604.45981314		13.816435373		0		2014-07-05 03:54:29		Yes
8		2002.14287807		2002.32229859		8.57296790625		0		2014-07-05 03:54:34		Yes
8		2003.12537894		1988.99762045		7.52525535637		0		2014-07-05 03:54:39		Yes
8		2004.41906528		2005.16650003		5.34170969976		0		2014-07-05 03:54:44		Yes
8		2006.01968421		1995.79213088		3.8074688733		0		2014-07-05 03:54:49		Yes
8		2007.92062751		2001.65713377		3.92200337815		0		2014-07-05 03:54:54		Yes
8		2010.13041623		2004.02078323		2.95470454545		0		2014-07-05 03:54:59		Yes
8		2012.64764079		2004.89608482		4.28076636805		0		2014-07-05 03:55:04		Yes
8		2015.47482244		2007.90943192		4.03345193639		0		2014-07-05 03:55:09		Yes
8		2018.60123141		2013.06346458		3.4447974359		0		2014-07-05 03:55:14		Yes
8		2022.03507297		2007.67500137		3.23321238522		0		2014-07-05 03:55:19		Yes
8		2025.7759693		2018.69925574		8.34182630538		0		2014-07-05 03:55:24		Yes
8		2029.82263633		2026.8601788		2.24619741533		0		2014-07-05 03:55:29		Yes
8		2034.17428051		2026.15625671		2.95677982769		0		2014-07-05 03:55:34		Yes
8		2038.82633974		2029.32698063		2.87646106754		0		2014-07-05 03:55:39		Yes
8		2043.7860535		2037.18389403		3.39195911789		0		2014-07-05 03:55:44		Yes
8		2049.04512541		2040.9936095		2.56382648953		0		2014-07-05 03:55:49		Yes
8		2054.61549752		2052.84058894		3.411084877		0		2014-07-05 03:55:55		Yes
8		2060.48350907		2043.66417914		2.30769913441		0		2014-07-05 03:56:00		Yes
8		2066.65401945		2072.51283155		2.36750121804		0		2014-07-05 03:56:05		Yes
8		2073.13184445		2055.07042972		3.41619641026		0		2014-07-05 03:56:10		Yes
8		2079.90934		2068.16940882		2.40039865186		0		2014-07-05 03:56:15		Yes
8		2086.99237962		2081.95098069		2.61890226134		0		2014-07-05 03:56:20		Yes
8		2094.37200818		2084.88007824		3.81889212289		0		2014-07-05 03:56:25		Yes
8		2102.06303688		2099.08149847		2.44694312169		0		2014-07-05 03:56:30		Yes
8		2110.05741423		2108.90103122		2.52978286077		0		2014-07-05 03:56:35		Yes
8		2118.3484931		2105.04561138		2.75580835563		0		2014-07-05 03:56:40		Yes
8		2126.9148545		2125.97904945		2.65698126288		0		2014-07-05 03:56:45		Yes
8		2135.78401871		2116.45540148		2.42894229204		0		2014-07-05 03:56:50		Yes
8		2144.94866224		2138.40729266		2.80146212121		0		2014-07-05 03:56:55		Yes
8		2154.43141654		2150.09280281		3.18015483193		0		2014-07-05 03:57:00		Yes
8		2164.20497278		2162.72540718		4.26886428571		0		2014-07-05 03:57:05		Yes
8		2174.26805461		2162.46115533		2.89098227543		0		2014-07-05 03:57:10		Yes
8		2184.61701378		2172.73570967		2.44757164467		0		2014-07-05 03:57:15		Yes
8		2195.26920578		2189.56124945		2.53566478035		0		2014-07-05 03:57:20		Yes
8		2206.20953821		2202.18817162		2.29653947368		0		2014-07-05 03:57:25		Yes
8		2217.43684816		2207.88979242		2.60099444444		0		2014-07-05 03:57:30		Yes
8		2228.95946396		2226.41281109		3.06181033453		0		2014-07-05 03:57:35		Yes
8		2240.77488236		2229.07686191		2.67827081177		0		2014-07-05 03:57:40		Yes
8		2252.86472429		2251.88363798		2.38757215543		0		2014-07-05 03:57:45		Yes
8		2265.26050173		2248.91476515		2.49412855297		0		2014-07-05 03:57:50		Yes
8		2277.93085482		2277.60973034		2.87062917894		0		2014-07-05 03:57:55		Yes
8		2290.90096927		2279.09323256		2.60011031746		0		2014-07-05 03:58:00		Yes
8		2304.14407075		2306.19641886		3.8564987926		0		2014-07-05 03:58:05		Yes
8		2317.68649872		2299.77466165		2.90685171569		0		2014-07-05 03:58:10		Yes
8		2331.50032516		2326.09099601		2.62141169755		0		2014-07-05 03:58:15		Yes
8		2345.62171526		2340.9511748		2.44290350114		0		2014-07-05 03:58:20		Yes
8		2359.9883209		2344.07374269		2.48676711499		0		2014-07-05 03:58:25		Yes
8		2374.67072365		2373.66161196		2.48415253862		0		2014-07-05 03:58:30		Yes
8		2389.60169355		2380.37880728		2.62161221216		0		2014-07-05 03:58:35		Yes
8		2404.83317519		2390.06449614		2.42906666667		0		2014-07-05 03:58:40		Yes
8		2420.31476577		2420.9718603		2.67495320987		0		2014-07-05 03:58:46		Yes
8		2436.08299941		2417.44112794		2.36587920875		0		2014-07-05 03:58:51		Yes
8		2452.11643621		2442.60889363		2.66608430736		0		2014-07-05 03:58:56		Yes
8		2468.44110006		2471.40479959		2.74496801995		0		2014-07-05 03:59:01		Yes
8		2485.0229481		2466.28356389		7.16265381264		0		2014-07-05 03:59:06		Yes
8		2501.87158432		2498.83723338		2.00426719577		0		2014-07-05 03:59:11		Yes
8		2519.02575964		2522.52164412		2.22482865455		0		2014-07-05 03:59:16		Yes
8		2536.4205248		2517.35579285		2.42978518519		0		2014-07-05 03:59:21		Yes
8		2554.06866498		2548.36976063		2.4856672966		0		2014-07-05 03:59:26		Yes
8		2572.02453659		2562.88316847		2.56191041667		0		2014-07-05 03:59:31		Yes
8		2590.22174543		2586.82955217		2.97449404762		0		2014-07-05 03:59:36		Yes
8		2608.69233257		2591.69902243		2.86462472216		0		2014-07-05 03:59:41		Yes
8		2627.42180165		2616.05249265		2.42527991453		0		2014-07-05 03:59:46		Yes
