8		2027.90212574		2026.79103014		11.0483993545		0		2014-04-29 13:56:17
8		2066.09062414		2064.89896796		18.4419013714		0		2014-04-29 13:56:47
8		2119.53633527		2117.09606794		17.6488341639		0		2014-04-29 13:57:17
8		2193.21885954		2204.08938994		7.16306574501		0		2014-04-29 13:57:48
8		2283.530362		2268.56153068		10.6564212647		0		2014-04-29 13:58:18
9		2517.81063014		2528.59004646		11.8754083747		0		2014-04-29 14:59:22
9		2655.54346881		2657.73462251		12.4608703158		0		2014-04-29 14:59:52
9		2810.07724352		2701.46929964		9.82166498779		0		2014-04-29 15:00:22
9		2978.77704987		2980.85432067		13.1235874533		0		2014-04-29 15:00:52
9		3162.41272558		3166.45115138		14.2268673808		0		2014-04-29 15:01:22
10		3586.20492039		3588.6104943		9.82824346127		0		2014-04-29 16:02:27
10		3796.35134897		3792.86879435		16.3870290868		0		2014-04-29 16:02:57
10		4017.97614231		4017.94314101		13.2830710321		0		2014-04-29 16:03:27
10		4263.40314694		4263.98317116		10.8364528973		0		2014-04-29 16:03:57
11		4844.03330136		4824.29403024		14.5099900366		0		2014-04-29 17:05:02
11		5089.23503274		5063.89969037		15.3501974325		0		2014-04-29 17:05:32
11		5356.22469138		5362.62009256		13.0357806373		0		2014-04-29 17:06:02
11		5646.24778906		5624.1344176		15.6580154627		0		2014-04-29 17:06:32
12		6300.2703707		6287.13189278		13.7314080869		0		2014-04-29 18:07:36
12		6608.31939611		6600.81952752		15.9416981507		0		2014-04-29 18:08:06
12		6920.20854538		6895.77977103		13.8033497896		0		2014-04-29 18:08:36
12		7233.6259635		7176.14698455		15.38237905		0		2014-04-29 18:09:06
12		7532.5407635		6761.73493634		11.5874723708		0		2014-04-29 18:09:36
13		8217.36628458		8112.70444041		15.0163817111		0		2014-04-29 19:10:41
13		8516.72395551		8142.80648478		23.2441227991		0		2014-04-29 19:11:11
13		8831.72771482		8576.36877427		17.402207415		0		2014-04-29 19:11:41
13		9144.63747743		8727.47801871		23.692140528		0		2014-04-29 19:12:11
13		9436.09641689		8704.39793581		25.8053959974		0		2014-04-29 19:12:41
13		9741.04194907		8927.24670647		20.800132263		0		2014-04-29 19:13:11
13		10040.9999067		9383.12873921		18.3973747024		0		2014-04-29 19:13:41
14		10672.1014701		9565.65489008		33.1947319102		0		2014-04-29 20:14:46
14		10935.8245918		9211.90125654		17.9752509373		0		2014-04-29 20:15:16
14		11207.1807179		9735.68429539		23.451619676		0		2014-04-29 20:15:46
14		11469.2881266		9798.19866408		19.0846987107		0		2014-04-29 20:16:16
14		11721.7739034		6878.64167207		25.2507234399		0		2014-04-29 20:16:46
14		11964.0363179		9786.54519107		22.12155781		0		2014-04-29 20:17:16
15		12455.353324		10375.2709142		22.7767300394		0		2014-04-29 21:18:20
15		12660.3428971		10168.0624994		23.3391479876		0		2014-04-29 21:18:51
15		12852.365999		10388.4754953		24.4670220579		0		2014-04-29 21:19:21
15		13030.9428744		10538.4048776		20.3986647959		0		2014-04-29 21:19:51
15		13195.9360552		8662.7326261		16.2111479342		0		2014-04-29 21:20:21
16		13496.8282838		10536.1278436		17.4154950549		0		2014-04-29 22:21:25
16		13615.4485755		10557.7355888		20.8438189621		0		2014-04-29 22:21:55
16		13718.4750088		11059.0689787		24.8929809288		0		2014-04-29 22:22:25
16		13801.2654609		10772.6923623		21.4891991285		0		2014-04-29 22:22:55
16		13873.3618488		9433.43206393		24.5056550714		0		2014-04-29 22:23:25
17		13974.9639439		11106.4476755		23.6872102641		0		2014-04-29 23:24:30
17		13994.307537		10967.5231943		21.645403268		0		2014-04-29 23:25:00
17		13997.0426379		11505.5326475		20.4557197802		0		2014-04-29 23:25:30
17		13983.1785272		11470.6490995		20.6836533719		0		2014-04-29 23:26:00
17		13952.7262458		11536.7066026		28.0240073544		0		2014-04-29 23:26:30
18		13834.6376356		11478.2062781		19.3097657198		0		2014-04-30 00:27:34
18		13753.3587489		11517.8935236		21.91683411		0		2014-04-30 00:28:04
18		13656.1857072		11802.0051745		17.2295183413		0		2014-04-30 00:28:34
18		13543.2334218		11680.52868		24.2607730795		0		2014-04-30 00:29:05
18		13414.9369348		11353.1920798		22.3806253349		0		2014-04-30 00:29:35
