State		Lambda		Throughput		Latency		CPU		Time
10		5030.00666874		5016.91362554		9.42125396591		0		2014-04-12 23:09:38
10		5310.57485676		5285.163282		14.8610297969		0		2014-04-12 23:10:08
10		5599.65188657		5557.16456163		12.3851380005		0		2014-04-12 23:10:38
10		5895.34548274		5855.63585182		14.1493545557		0		2014-04-12 23:11:08
10		6195.80788204		6148.91974392		13.8231988713		0		2014-04-12 23:11:38
10		6500.89593968		6352.41701171		16.0380885754		0		2014-04-12 23:12:08
10		6809.8842256		6573.40260695		22.5633712396		0		2014-04-12 23:12:38
10		7121.28840337		6861.76650537		29.1827928279		0		2014-04-12 23:13:08
10		7435.08119189		6910.79649586		22.985176747		0		2014-04-12 23:13:38
10		7749.96883		7021.63265701		18.7998361111		0		2014-04-12 23:14:08
10		8065.61258026		7091.65251653		19.3589977617		0		2014-04-12 23:14:38
10		8381.19459554		7351.40180074		17.501627993		0		2014-04-12 23:15:08
10		8677.985055		7302.22696361		23.7251878917		0		2014-04-12 23:15:38
10		8990.29006346		7170.42723828		24.7270134208		0		2014-04-12 23:16:08
10		9299.700033		6025.47632223		24.0095092593		0		2014-04-12 23:16:38
10		9605.58768529		5381.14322924		22.6655053601		0		2014-04-12 23:17:08
10		9907.06223854		6217.3374753		17.6824695527		0		2014-04-12 23:17:38
10		10203.2153182		6878.9383484		22.8255659216		0		2014-04-12 23:18:08
10		10493.0445108		7499.54750566		13.2283663082		0		2014-04-12 23:18:39
10		10775.9742636		7425.35629434		14.0178125		0		2014-04-12 23:19:09
10		11051.3765625		7586.60114468		24.2965732994		0		2014-04-12 23:19:39
10		11318.3581572		7470.15357211		24.4978815171		0		2014-04-12 23:20:09
10		11576.0755453		7517.12090343		20.4612157059		0		2014-04-12 23:20:39
10		11823.9187487		7654.00524374		39.0741749888		0		2014-04-12 23:21:09
10		12061.2291125		7570.65507879		19.6818304982		0		2014-04-12 23:21:39
10		12287.2383865		7559.34026696		22.923454748		0		2014-04-12 23:22:09
10		12501.6191936		7665.58152326		20.8661948056		0		2014-04-12 23:22:39
10		12703.4898424		7699.03855832		23.6316225875		0		2014-04-12 23:23:09
10		12892.3263186		7736.88109826		23.5568327722		0		2014-04-12 23:23:39
10		13067.6763473		7639.7579818		29.0643111111		0		2014-04-12 23:24:09
10		13229.1345837		7477.53250979		35.0006510856		0		2014-04-12 23:24:39
10		13376.1322676		7688.75066501		25.0499156022		0		2014-04-12 23:25:09
10		13508.3331179		7597.00029224		25.0803366202		0		2014-04-12 23:25:39
10		13625.3392848		7450.17668063		21.3415253154		0		2014-04-12 23:26:09
10		13726.7982946		7362.06693519		20.7640659428		0		2014-04-12 23:26:39
10		13812.4873977		7923.91175823		20.2451534392		0		2014-04-12 23:27:09
10		13882.1514821		7806.19244826		19.393318506		0		2014-04-12 23:27:39
10		13935.6124449		7488.77961335		22.8328847881		0		2014-04-12 23:28:09
10		13972.707233		7735.75032481		35.1979695767		0		2014-04-12 23:28:39
10		13993.3328931		7559.91324527		21.0098750929		0		2014-04-12 23:29:10
10		13997.437631		7964.23774639		13.3607009259		0		2014-04-12 23:29:40
10		13985.0103225		7639.41270398		36.8112637037		0		2014-04-12 23:30:10
10		13956.0774022		7697.60035931		23.3779819881		0		2014-04-12 23:30:40
10		13910.7134861		7788.13253216		22.9671477541		0		2014-04-12 23:31:10
10		13849.0489729		7640.03707001		20.8374744651		0		2014-04-12 23:31:40
10		13771.2366409		7469.43624604		22.3433049645		0		2014-04-12 23:32:10
10		13677.5432312		7340.87075386		23.6111898572		0		2014-04-12 23:32:40
10		13574.6686979		7451.08988728		28.7876074906		0		2014-04-12 23:33:10
10		13450.8002644		7485.40313697		22.9506072843		0		2014-04-12 23:33:40
10		13311.9225887		7243.71840127		24.28840276		0		2014-04-12 23:34:10
10		13166.9544893		7640.43269102		19.9550053287		0		2014-04-12 23:34:40
10		12999.8389427		7683.78313662		24.6947919401		0		2014-04-12 23:35:10
10		12819.0416752		7869.13719774		21.0847457912		0		2014-04-12 23:35:40
10		12624.9070869		7353.03917202		20.1457240741		0		2014-04-12 23:36:10
10		12418.0857126		7778.55523048		20.7675795417		0		2014-04-12 23:36:40
10		12198.9703855		7613.36114578		28.0864065114		0		2014-04-12 23:37:10
10		11968.3829093		7534.01634369		28.9283820261		0		2014-04-12 23:37:40
10		11726.8684488		7310.92330411		23.2569327137		0		2014-04-12 23:38:10
10		11474.9206896		7567.61141845		31.561578553		0		2014-04-12 23:38:40
10		11213.4135862		7770.10506005		26.0935626238		0		2014-04-12 23:39:10
10		10943.0718606		7452.89725351		22.2122766554		0		2014-04-12 23:39:41
10		10664.6439402		7548.87997889		42.0910381313		0		2014-04-12 23:40:11
10		10378.8105326		7556.39648974		19.8704730159		0		2014-04-12 23:40:41
10		10086.5194933		7740.63215858		20.6700806791		0		2014-04-12 23:41:11
10		9788.09006018		7327.77413456		19.4412699723		0		2014-04-12 23:41:41
10		9485.00934285		7286.25802104		24.6147158282		0		2014-04-12 23:42:11
10		9177.76329848		7426.37394073		35.5419597763		0		2014-04-12 23:42:41
10		8866.96579071		7451.43785198		18.0118626218		0		2014-04-12 23:43:11
10		8553.7909364		7342.09673535		27.2026696211		0		2014-04-12 23:43:41
10		8239.20575487		7166.69745559		19.8096577223		0		2014-04-12 23:44:11
10		7923.66485556		7334.84248129		24.1584730159		0		2014-04-12 23:44:41
10		7608.10664843		7170.37274183		13.0895794493		0		2014-04-12 23:45:11
10		7293.6077021		6971.10410815		22.3898169667		0		2014-04-12 23:45:41
10		6980.50645453		6514.41928102		15.824250582		0		2014-04-12 23:46:11
10		6669.95167103		6440.93707635		21.3864679637		0		2014-04-12 23:46:41
10		6362.65613258		6252.0818057		23.4853595008		0		2014-04-12 23:47:11
10		6059.83990064		5998.979959		14.5723409964		0		2014-04-12 23:47:41
10		5761.10031856		5691.50344615		17.0370676834		0		2014-04-12 23:48:11
10		5468.30303947		5436.11469592		14.2126212418		0		2014-04-12 23:48:41
10		5182.11716553		5175.32375032		9.06028275806		0		2014-04-12 23:49:11
10		4919.47203459		4891.47787021		13.5098728948		0		2014-04-12 23:49:41
10		4663.75663522		4652.78175894		12.0227290859		0		2014-04-12 23:50:11
10		4402.34415542		4391.7079052		9.11352716217		0		2014-04-12 23:50:42
10		4165.76260519		4152.50463928		8.37433239283		0		2014-04-12 23:51:12
10		3924.45585285		3900.46291842		11.9445631417		0		2014-04-12 23:51:42
10		3694.67881391		3683.24480486		7.02654957199		0		2014-04-12 23:52:12
10		3476.26378225		3468.43364243		10.5152849123		0		2014-04-12 23:52:42
10		3281.98417999		3265.20277779		14.4358285804		0		2014-04-12 23:53:12
10		3088.8988825		3075.47524695		13.2205788782		0		2014-04-12 23:53:42
10		2911.00575831		2908.22557719		7.66121173917		0		2014-04-12 23:54:12
10		2756.94586727		2747.62851196		8.59499942924		0		2014-04-12 23:54:42
10		2615.60263543		2605.00163687		13.3255032868		0		2014-04-12 23:55:12
10		2481.2925233		2484.35891663		5.91952037934		0		2014-04-12 23:55:42
10		2361.93123219		2349.84855364		10.7054630548		0		2014-04-12 23:56:12
10		2265.06633872		2257.60607574		10.7532705247		0		2014-04-12 23:56:42
10		2178.26705699		2171.53522126		10.833357847		0		2014-04-12 23:57:12
10		2107.92373668		2094.75707765		11.2769054851		0		2014-04-12 23:57:42
10		2054.95742764		2044.75359582		8.34851700413		0		2014-04-12 23:58:12
10		2022.37305238		2011.05378889		6.44733247854		0		2014-04-12 23:58:42
10		2002.07686806		1996.54750325		6.87136266218		0		2014-04-12 23:59:13
10		1998.64174573		1995.82776794		12.1767419841		0		2014-04-12 23:59:43
10		2012.16463417		2002.3672306		12.4808919214		0		2014-04-13 00:00:13
10		2043.04648208		2044.43281061		13.1187810847		0		2014-04-13 00:00:43
10		2090.85329598		2076.32076593		12.6572806327		0		2014-04-13 00:01:13
10		2152.06601194		2151.27683936		4.68150412458		0		2014-04-13 00:01:43
10		2227.66723984		2223.91055019		10.1085998211		0		2014-04-13 00:02:13
10		2319.62445874		2312.01546519		11.1467136845		0		2014-04-13 00:02:43
10		2432.31710898		2433.00322296		9.68495609153		0		2014-04-13 00:03:13
10		2561.22313932		2552.02131973		9.8083856511		0		2014-04-13 00:03:43
10		2706.1078559		2707.03373894		10.4927469787		0		2014-04-13 00:04:13
10		2865.95554307		2860.55851045		16.6576577311		0		2014-04-13 00:04:43
10		3020.26234105		3019.82716997		10.078422211		0		2014-04-13 00:05:13
10		3195.8513397		3194.59336903		11.2827511486		0		2014-04-13 00:05:43
10		3395.91823734		3389.93769301		9.15937632971		0		2014-04-13 00:06:13
10		3608.12156955		3594.32635363		12.1800979862		0		2014-04-13 00:06:44
10		3833.16435955		3820.33736769		11.7272454787		0		2014-04-13 00:07:14
10		4069.96431987		4054.67628083		13.947183609		0		2014-04-13 00:07:44
10		4316.38325338		4301.76680086		11.4566024274		0		2014-04-13 00:08:14
10		4574.60249753		4570.35927549		10.4534396564		0		2014-04-13 00:08:44
10		4826.37955926		4814.10869944		11.2765961865		0		2014-04-13 00:09:14
10		5101.71311103		5094.93364792		13.4351096049		0		2014-04-13 00:09:44
11		7797.04240951		7175.06470277		19.3049489418		0		2014-04-13 00:14:14
11		8113.12158621		6644.65955839		20.7006623932		0		2014-04-13 00:14:44
11		8428.5888428		6862.76117579		11.7376709196		0		2014-04-13 00:15:14
11		8742.88753613		7708.99933865		17.3589628571		0		2014-04-13 00:15:44
